87.113271,25.740743,27.02,27.02,3.59
87.113271,25.694388,18.96,18.96,4
87.119457,25.459257,29.39,29.39,3.3
87.119457,25.135204,34.9,34.9,2.42
87.121465,25.840671,27.02,27.02,2.42
87.121465,25.216691,34.9,34.9,2.42
87.123474,25.781414,27.02,27.02,3.4
87.123474,25.514796,27.02,27.02,3.55
87.123474,25.305612,24.7,24.7,2.42
87.125562,25.625875,18.96,18.96,4.02
87.127571,25.894388,27.02,27.02,2.42
87.127571,25.575948,27.02,27.02,4.2
87.127571,25.388921,24.7,24.7,2.42
87.152073,25.740743,27,27,3.59
87.15617,25.690743,21,21,3.59
87.164364,25.842566,22.2,22.2,3.4
87.164364,25.457434,13.45,13.45,3.3
87.164364,25.303717,13.02,13.02,3
87.166372,25.518513,13.45,13.45,3.55
87.16838,25.138921,13.02,13.02,3.4
87.172478,25.894388,36.11,36.11,3.4
87.172478,25.37777,24.68,24.68,3.1
87.178583,25.783309,27.94,27.94,3.55
87.18268,25.205612,30.49,30.49,3.4
87.186777,25.740743,31.19,31.19,3.59
87.194971,25.892566,33.87,33.87,3.55
87.194971,25.840671,33.87,33.87,3.55
87.194971,25.135204,30.49,30.49,3.55
87.198988,25.453717,24,24,3.3
87.201076,25.57223,30,30,3.6
87.20919,25.637026,30,30,3.6
87.20919,25.379665,24,24,3.4
87.213287,25.520335,23.43,23.43,3.55
87.215376,25.688848,30,30,3.59
87.219393,25.888848,21.17,21.17,3.6
87.219393,25.77777,21.17,21.17,3.67
87.22349,25.3,35,35,3.4
87.22349,25.200073,30.73,30.73,3.55
87.233692,25.451822,35,35,3.55
87.233692,25.133382,52,52,4.4
87.235781,25.37777,21.17,21.17,3.55
87.237789,25.838848,32.48,32.48,3.76
87.237789,25.301895,35,35,3.55
87.247992,25.892566,32.48,32.48,3.88
87.247992,25.685131,32.01,32.01,3.59
87.25,25.733,32,32,3.59
87.254097,25.633309,27.46,27.46,3.6
87.262291,25.570335,13.72,13.72,3.55
87.264299,25.688848,13.72,13.72,3.59
87.264299,25.52223,27.46,27.46,3.51
87.274502,25.635131,19.1,19.1,3.55
87.284704,25.301895,34.64,34.64,4.4
87.288801,25.198178,34.64,34.64,4.4
87.29089,25.837026,28.99,28.99,3.76
